,City,Cloudiness,Country,Humidity,Lat,Lng,Max Temp,Wind Speed
431,Arcata,90,US,81,40.87,-124.08,9.57,2.1
432,Pangkalanbuun,100,ID,99,-2.68,111.62,23.13,0.79
433,Mossamedes,99,AO,73,-15.2,12.15,22.98,3.47
434,Prince George,90,CA,92,53.92,-122.75,-4.05,3.1
435,Krasnogvardeyskiy,93,RU,94,57.38,62.32,-8.25,3.27
436,Nanortalik,68,GL,53,60.14,-45.24,-8.27,12.63
437,Kaitangata,100,NZ,60,-46.28,169.85,18.33,1.79
438,Alekseyevsk,97,RU,97,57.84,108.35,-18.93,3.36
439,Anadyr,20,RU,78,64.75,177.48,-9.22,22.0
440,Vagay,100,RU,94,57.94,69.02,-10.4,3.76
441,Okha,12,RU,94,53.57,142.95,-18.22,5.22
442,Sananduva,40,BR,88,-27.95,-51.81,25.0,4.1
443,Leningradskiy,100,RU,86,69.38,178.42,-23.0,8.0
444,Maragogi,19,BR,73,-9.01,-35.22,27.52,5.9
445,Verkhoyansk,23,RU,98,67.54,133.38,-33.37,0.7
446,Boke,0,GN,45,10.94,-14.3,23.93,1.52
447,Tazovsky,100,RU,93,67.47,78.7,-9.13,7.89
448,Mrakovo,92,RU,96,52.72,56.62,-14.92,2.17
449,Nianzishan,0,CN,79,47.52,122.88,-18.99,4.01
450,Senador Jose Porfirio,73,BR,84,-2.59,-51.95,26.79,1.24
451,Tangzhai,97,CN,79,34.43,116.59,3.33,1.95
452,San Matias,59,BO,35,-16.37,-58.4,36.32,3.06
453,Grand Gaube,20,MU,88,-20.01,57.66,22.9,1.0
454,Pionerskiy,75,RU,87,54.95,20.23,8.0,10.0
455,Narasannapeta,0,IN,94,18.42,84.05,18.46,1.92
456,Caxito,40,AO,94,-8.58,13.66,24.0,2.6
457,Xapuri,40,BR,59,-10.65,-68.5,32.0,4.1
458,Murgab,75,TM,81,37.5,61.97,7.0,4.1
459,Brigham City,40,US,58,41.51,-112.02,-2.04,1.24
460,Santa Ana,1,US,31,33.75,-117.87,16.66,1.5
461,Peniche,75,PT,81,39.36,-9.38,9.4,1.5
462,Moose Factory,90,CA,78,51.26,-80.61,-10.0,6.7
463,Novocheboksarsk,75,RU,92,56.11,47.48,-1.0,5.0
464,Plettenberg Bay,0,ZA,77,-34.05,23.37,20.88,4.3
465,Karratha,95,AU,77,-20.74,116.85,29.84,5.8
466,Hambantota,60,LK,69,6.12,81.12,25.89,6.26
467,Sao Felix do Xingu,66,BR,92,-6.64,-51.99,26.54,1.3
468,Healesville,90,AU,87,-37.65,145.52,13.59,5.7
469,Suez,0,EG,71,29.97,32.53,11.43,3.47
470,Boyolangu,100,ID,90,-8.12,111.89,23.01,0.73
471,Mutis,90,CO,75,6.23,-77.4,27.21,1.47
472,Codrington,34,AU,70,-38.27,141.97,14.59,10.09
473,Port Macquarie,100,AU,78,-31.43,152.92,24.33,6.7
474,Maroantsetra,86,MG,98,-15.43,49.73,20.52,0.89
475,Green River,1,US,47,41.53,-109.47,-7.95,5.1
476,Giyani,92,ZA,89,-23.3,30.72,20.41,4.2
477,Nikki,92,BJ,25,9.94,3.21,27.52,1.53
478,Makakilo City,75,US,73,21.35,-158.09,24.12,3.1
479,Empalme,0,MX,31,27.97,-110.82,20.22,5.81
480,Kutum,0,SD,24,14.2,24.67,12.75,1.84
481,Sorong,80,ID,98,-0.88,131.25,22.76,0.67
482,Beidao,0,CN,86,34.57,105.89,-3.15,1.0
483,Victor Harbor,75,AU,63,-35.57,138.62,15.2,2.1
484,Kendari,100,ID,95,-3.94,122.5,22.99,1.53
485,Cedar City,1,US,42,37.68,-113.06,-1.06,6.2
486,Sittwe,0,MM,77,20.15,92.9,20.65,6.41
487,Ipswich,0,GB,86,52.06,1.16,3.59,3.1
488,Roebourne,100,AU,62,-20.78,117.13,28.75,6.48
489,Macamic,90,CA,88,48.75,-79.0,0.0,2.1
490,Bayan,100,CN,97,46.08,127.4,-18.92,2.85
491,Lumphat,95,KH,86,13.49,106.98,20.25,2.31
492,Pachino,0,IT,93,36.72,15.09,5.24,1.5
493,Lakshmipur,0,BD,70,22.95,90.83,15.74,3.43
494,Kyzyl-Suu,100,KG,60,42.34,78.0,-5.06,3.32
495,Manokwari,99,ID,79,-0.87,134.08,22.88,1.57
496,Mariehamn,0,AX,92,60.1,19.93,-7.0,0.5
497,Usevya,100,TZ,86,-7.1,31.23,18.51,0.92
498,Callander,100,GB,93,56.24,-4.22,6.81,11.8
499,Caravelas,0,BR,80,-17.71,-39.25,26.68,5.73
500,Saint-Louis,73,SN,13,16.33,-15.0,19.06,6.12
501,Oriximina,19,BR,56,-1.77,-55.87,31.0,1.45
502,Manggar,100,ID,80,-2.88,108.27,27.03,7.24
503,Half Moon Bay,1,US,81,37.46,-122.43,13.0,2.6
504,Abu Kamal,56,SY,79,34.45,40.92,8.8,4.81
505,Pacific Grove,1,US,50,36.62,-121.92,12.86,2.6
506,Barreirinhas,88,BR,83,-2.75,-42.83,25.13,2.08
507,Hamilton,90,US,82,39.18,-84.53,14.27,1.5
508,Gushikawa,1,JP,93,26.35,127.87,14.02,3.6
509,Grand Forks,1,US,58,47.93,-97.03,-18.97,5.1
510,Alice Springs,90,AU,50,-23.7,133.88,25.0,7.7
511,Gornozavodsk,100,RU,95,58.38,58.32,-10.91,2.98
512,Quang Ngai,73,VN,80,15.12,108.8,23.06,3.6
513,La Orilla,0,MX,36,17.98,-102.23,33.81,2.17
514,Chornukhy,100,UA,98,50.27,32.94,0.39,3.71
515,Aswan,11,EG,67,24.09,32.91,9.48,4.82
516,Dinard,90,FR,87,48.63,-2.06,6.71,2.6
517,Gizo,100,SB,89,-8.1,156.84,24.95,2.27
518,Kunnamangalam,20,IN,83,11.3,75.88,24.0,2.1
519,Nantucket,90,US,87,41.28,-70.1,8.2,7.7
520,Tarakan,100,ID,89,3.3,117.63,25.34,3.52
521,Waterloo,90,CA,100,43.47,-80.52,6.68,4.1
522,Tres Arroyos,0,AR,22,-38.37,-60.28,25.13,3.57
523,Brae,100,GB,93,60.4,-1.35,5.58,13.4
524,Kotaparh,0,IN,82,19.15,82.35,13.92,1.99
525,Sabla,92,NG,23,12.75,4.71,27.29,3.78
526,Chengde,0,CN,80,40.97,117.94,-15.67,1.89
527,Yarada,87,IN,79,17.65,83.27,24.09,6.17
