,City,Cloudiness,Country,Humidity,Lat,Lng,Max Temp,Wind Speed
430,Fuerte Olimpo,23,BR,45,-21.04,-57.87,27.59,1.01
431,Ngaoundere,100,CM,36,7.32,13.58,13.29,1.92
432,Villena,0,ES,93,38.64,-0.87,5.95,2.1
433,Isla Mujeres,75,MX,78,21.23,-86.73,26.84,7.7
434,Tshikapa,100,CD,94,-6.42,20.79,20.51,0.88
435,Waddan,21,LY,76,29.16,16.14,8.93,2.9
436,Ketchikan,75,US,74,55.34,-131.65,1.0,5.7
437,Griffith,90,AU,31,-34.29,146.06,33.11,1.5
438,Quarai,27,BR,58,-30.39,-56.45,23.17,6.83
439,Bima,100,ID,85,-8.45,118.73,25.82,0.47
440,Qaqortoq,99,GL,53,60.72,-46.03,-6.0,0.5
441,Altamont,90,CA,100,49.4,-98.5,-4.0,2.93
442,Alyangula,41,AU,62,-13.85,136.42,32.0,3.6
443,Tazovskiy,97,RU,93,67.47,78.7,-18.9,4.67
444,Jardim,33,BR,69,-21.48,-56.15,24.73,1.48
445,Manta,2,RO,61,45.1,24.1,-0.83,1.1
446,Stepnyak,75,KZ,89,52.83,70.79,-2.15,5.5
447,Tsabong,0,BW,39,-26.02,22.4,28.42,4.05
448,Tessalit,3,ML,31,20.2,1.01,9.97,5.39
449,Grudziadz,0,PL,74,53.48,18.75,-1.35,4.1
450,Mezhdurechensk,76,RU,86,53.69,88.07,-8.03,2.1
451,Pouembout,86,NC,61,-21.12,164.9,24.98,2.21
452,Fergus Falls,90,US,92,46.28,-96.08,-1.18,4.1
453,Bow Island,75,CA,85,49.87,-111.38,-4.19,3.6
454,Puerto Ayacucho,82,CO,58,5.66,-67.63,30.0,3.6
455,Berekum,0,GH,18,7.45,-2.58,20.93,2.15
456,Malaya Serdoba,89,RU,97,52.47,44.96,-5.07,3.84
457,Shenzhen,3,CN,82,22.54,114.05,18.28,3.0
458,Inuvik,75,CA,75,68.36,-133.71,-25.0,4.6
459,Itarema,78,BR,83,-2.92,-39.92,25.86,2.28
460,Zaykovo,0,RU,95,57.56,62.76,-17.81,2.99
461,Qasigiannguit,100,GL,72,68.82,-51.19,-11.0,5.7
462,bhola,97,PK,47,32.66,73.89,9.91,2.0
463,Salalah,40,OM,64,17.01,54.1,23.0,1.0
464,Golden,1,US,51,39.76,-105.22,0.6,2.1
465,Kimbe,0,PG,58,-5.56,150.15,32.15,0.82
466,Malinovoye Ozero,45,RU,84,51.68,79.77,-9.29,4.99
467,Elektrenai,51,LT,64,54.77,24.63,-1.45,3.6
468,Nizhniy Odes,100,RU,94,63.64,54.86,-12.01,5.75
469,Cabedelo,83,BR,88,-6.97,-34.84,26.0,3.1
470,Nivala,100,FI,86,63.93,24.96,3.33,3.13
471,Arraias,100,BR,97,-12.93,-46.94,22.04,1.8
472,Harindanga,75,IN,93,22.04,88.32,16.0,3.1
473,Ormara,55,PK,53,25.21,64.64,20.94,3.46
474,Dalvik,100,SE,93,57.79,14.13,2.11,9.3
475,Namibe,100,AO,77,-15.19,12.15,22.7,3.25
476,Deer Lake,90,CA,86,49.18,-57.43,-2.14,6.2
477,Anshun,100,CN,98,26.25,105.93,13.25,2.37
478,Swan River,14,CA,92,52.11,-101.27,-11.4,3.73
479,Marshall,1,US,87,39.12,-93.2,8.79,1.29
480,Wagar,99,US,39,31.44,-87.99,21.67,1.34
481,Turukhansk,100,RU,96,65.8,87.96,-20.64,2.53
482,Mehran,75,IR,74,33.12,46.17,3.0,1.0
483,Onverwacht,69,SR,83,5.59,-55.2,25.46,3.1
484,Hasaki,20,JP,60,35.73,140.83,4.71,1.5
485,Belaya Gora,8,RU,97,68.54,146.19,-34.16,0.74
486,Paradise,1,US,28,36.12,-115.17,13.58,3.1
487,Necochea,0,AR,78,-38.55,-58.74,18.89,6.23
488,Skreia,90,NO,86,60.65,10.93,3.86,7.7
489,Padang,83,ID,89,-0.92,100.36,20.95,2.1
490,Angoram,98,PG,91,-4.06,144.07,27.78,1.4
491,Alexandria,5,RO,81,43.97,25.33,-5.0,3.49
492,Olinda,4,AU,46,-37.84,145.39,23.31,2.6
493,Ilhabela,77,BR,86,-23.78,-45.36,25.4,4.64
494,Kroya,42,ID,79,-6.5,108.06,25.89,2.13
495,Buchanan,20,LR,88,5.88,-10.05,23.0,0.42
496,Nago,75,IT,92,45.88,10.89,0.43,1.0
497,Barra dos Coqueiros,40,BR,74,-10.91,-37.04,28.0,4.6
498,Dwarka,40,IN,100,28.58,77.04,13.9,1.51
499,Chadiza,100,ZM,93,-14.06,32.43,19.07,0.63
500,Pontianak,100,ID,96,-0.02,109.34,24.5,0.97
501,Nokaneng,100,BW,75,-19.66,22.19,22.32,3.68
502,Abapo,92,BO,49,-18.83,-63.47,24.27,1.03
503,Bozova,90,TR,100,37.36,38.53,3.0,5.1
504,Jumla,100,NP,94,29.28,82.18,-3.29,0.51
505,Blagoyevo,100,RU,93,63.37,47.92,-1.55,5.12
506,Mogadishu,73,SO,81,2.04,45.34,27.55,9.95
507,Byron Bay,8,AU,61,-28.65,153.62,29.71,6.7
508,Mnogovershinnyy,100,RU,96,53.94,139.92,-21.68,4.05
509,Mabai,99,CN,94,23.01,104.4,13.99,1.48
510,Zhizdra,94,RU,96,53.75,34.74,1.08,2.73
511,Totma,100,RU,90,59.98,42.76,1.14,4.71
512,Bay City,1,US,75,43.59,-83.89,5.19,4.1
513,Uusikaupunki,90,FI,80,60.8,21.41,5.0,7.2
514,Camacari,40,BR,83,-12.7,-38.32,27.0,3.1
515,Makushino,93,RU,95,55.21,67.25,-10.2,4.28
516,Lardos,75,GR,87,36.09,28.02,10.53,2.1
517,Havoysund,75,NO,69,71.0,24.66,4.0,8.7
518,Cristalina,100,BR,94,-16.77,-47.61,20.77,1.41
519,Iranshahr,84,IR,67,27.21,60.69,16.0,2.39
520,El Sauzal,75,AR,88,-24.3,-64.96,22.0,3.6
521,Newport,90,GB,100,51.59,-3.0,10.11,5.7
522,Marawi,100,PH,84,8.0,124.29,25.0,2.24
523,Brigham City,40,US,74,41.51,-112.02,0.59,2.81
